#Date/Time of Update: 2017-05-02 3:46:42 PM,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Location
,31-03-17,8:00PM,108,DAL,Dallas,Mavericks,107,MEM,Memphis,Grizzlies,FedEx Forum
,31-03-17,8:00PM,103,SAC,Sacramento,Kings,110,NOP,New Orleans,Pelicans,Smoothie King Center
,31-03-17,8:00PM,83,NYK,New York,Knicks,92,MIA,Miami,Heat,American Airlines Arena
,31-03-17,8:00PM,106,SAS,San Antonio,Spurs,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,31-03-17,9:00PM,94,WAS,Washington,Wizards,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,31-03-17,10:30PM,109,HOU,Houston,Rockets,101,GSW,Golden State,Warriors,Oracle Arena
,01-04-17,3:30PM,105,LAL,Los Angeles,Lakers,102,LAC,Los Angeles,Clippers,Staples Center
,01-04-17,5:00PM,91,ATL,Atlanta,Hawks,89,CHI,Chicago,Bulls,United Center
,01-04-17,6:00PM,95,ORL,Orlando,Magic,84,BRO,Brooklyn,Nets,Barclays Center
,01-04-17,8:00PM,103,SAC,Sacramento,Kings,100,MIN,Minnesota,Timberwolves,Target Center
,01-04-17,10:00PM,104,PHX,Phoenix,Suns,97,POR,Portland,Trail Blazers,Moda Center
,02-04-17,1:00PM,82,BOS,Boston,Celtics,83,NYK,New York,Knicks,Madison Square Garden
,02-04-17,3:00PM,93,CHA,Charlotte,Hornets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,02-04-17,3:30PM,107,MEM,Memphis,Grizzlies,105,LAL,Los Angeles,Lakers,Staples Center
,02-04-17,3:30PM,108,DAL,Dallas,Mavericks,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,02-04-17,3:30PM,98,UTA,Utah,Jazz,106,SAS,San Antonio,Spurs,AT&T Center
,02-04-17,6:00PM,89,CHI,Chicago,Bulls,110,NOP,New Orleans,Pelicans,Smoothie King Center
,02-04-17,6:00PM,85,PHI,Philadelphia,76ers,81,TOR,Toronto,Raptors,Air Canada Centre
,02-04-17,6:00PM,91,ATL,Atlanta,Hawks,84,BRO,Brooklyn,Nets,Barclays Center
,02-04-17,6:00PM,99,DEN,Denver,Nuggets,92,MIA,Miami,Heat,American Airlines Arena
,02-04-17,6:00PM,87,IND,Indiana,Pacers,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,02-04-17,8:00PM,94,WAS,Washington,Wizards,101,GSW,Golden State,Warriors,Oracle Arena
,02-04-17,9:00PM,109,HOU,Houston,Rockets,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,03-04-17,7:00PM,97,POR,Portland,Trail Blazers,100,MIN,Minnesota,Timberwolves,Target Center
,04-04-17,7:00PM,84,BRO,Brooklyn,Nets,85,PHI,Philadelphia,76ers,Wells Fargo Center
,04-04-17,7:00PM,93,CHA,Charlotte,Hornets,94,WAS,Washington,Wizards,Verizon Center
,04-04-17,7:00PM,95,ORL,Orlando,Magic,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,04-04-17,7:00PM,81,TOR,Toronto,Raptors,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,04-04-17,8:00PM,99,DEN,Denver,Nuggets,110,NOP,New Orleans,Pelicans,Smoothie King Center
,04-04-17,8:00PM,90,MIL,Milwaukee,Bucks,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,04-04-17,8:00PM,89,CHI,Chicago,Bulls,83,NYK,New York,Knicks,Madison Square Garden
,04-04-17,8:30PM,107,MEM,Memphis,Grizzlies,106,SAS,San Antonio,Spurs,AT&T Center
,04-04-17,9:00PM,97,POR,Portland,Trail Blazers,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,04-04-17,10:30PM,100,MIN,Minnesota,Timberwolves,101,GSW,Golden State,Warriors,Oracle Arena
,04-04-17,10:30PM,108,DAL,Dallas,Mavericks,103,SAC,Sacramento,Kings,Sleep Train Arena
,05-04-17,7:00PM,92,MIA,Miami,Heat,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,05-04-17,7:30PM,81,TOR,Toronto,Raptors,88,DET,Detroit,Pistons,Palace of Auburn Hills
,05-04-17,8:00PM,96,OKL,Oklahoma City,Thunder,107,MEM,Memphis,Grizzlies,FedEx Forum
,05-04-17,8:00PM,99,DEN,Denver,Nuggets,109,HOU,Houston,Rockets,Toyota Center
,05-04-17,8:00PM,86,CLE,Cleveland,Cavaliers,82,BOS,Boston,Celtics,TD Garden
,05-04-17,8:30PM,105,LAL,Los Angeles,Lakers,106,SAS,San Antonio,Spurs,AT&T Center
,05-04-17,10:00PM,101,GSW,Golden State,Warriors,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,05-04-17,10:30PM,108,DAL,Dallas,Mavericks,102,LAC,Los Angeles,Clippers,Staples Center
,06-04-17,7:00PM,89,CHI,Chicago,Bulls,85,PHI,Philadelphia,76ers,Wells Fargo Center
,06-04-17,7:00PM,84,BRO,Brooklyn,Nets,95,ORL,Orlando,Magic,Amway Center
,06-04-17,7:00PM,90,MIL,Milwaukee,Bucks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,06-04-17,7:30PM,94,WAS,Washington,Wizards,83,NYK,New York,Knicks,Madison Square Garden
,06-04-17,8:00PM,82,BOS,Boston,Celtics,91,ATL,Atlanta,Hawks,Philips Arena
,06-04-17,10:30PM,100,MIN,Minnesota,Timberwolves,97,POR,Portland,Trail Blazers,Moda Center
,07-04-17,7:30PM,91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,07-04-17,7:30PM,92,MIA,Miami,Heat,81,TOR,Toronto,Raptors,Air Canada Centre
,07-04-17,8:00PM,83,NYK,New York,Knicks,107,MEM,Memphis,Grizzlies,FedEx Forum
,07-04-17,8:00PM,88,DET,Detroit,Pistons,109,HOU,Houston,Rockets,Toyota Center
,07-04-17,8:30PM,106,SAS,San Antonio,Spurs,108,DAL,Dallas,Mavericks,American Airlines Center
,07-04-17,9:00PM,110,NOP,New Orleans,Pelicans,99,DEN,Denver,Nuggets,Pepsi Center
,07-04-17,9:00PM,100,MIN,Minnesota,Timberwolves,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,07-04-17,10:00PM,96,OKL,Oklahoma City,Thunder,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,07-04-17,10:30PM,103,SAC,Sacramento,Kings,105,LAL,Los Angeles,Lakers,Staples Center
,08-04-17,5:00PM,89,CHI,Chicago,Bulls,84,BRO,Brooklyn,Nets,Barclays Center
,08-04-17,6:00PM,82,BOS,Boston,Celtics,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,08-04-17,6:00PM,87,IND,Indiana,Pacers,95,ORL,Orlando,Magic,Amway Center
,08-04-17,7:00PM,90,MIL,Milwaukee,Bucks,85,PHI,Philadelphia,76ers,Wells Fargo Center
,08-04-17,7:00PM,92,MIA,Miami,Heat,94,WAS,Washington,Wizards,Verizon Center
,08-04-17,8:30PM,102,LAC,Los Angeles,Clippers,106,SAS,San Antonio,Spurs,AT&T Center
,08-04-17,10:00PM,98,UTA,Utah,Jazz,97,POR,Portland,Trail Blazers,Moda Center
,08-04-17,10:30PM,110,NOP,New Orleans,Pelicans,101,GSW,Golden State,Warriors,Oracle Arena
,09-04-17,12:00PM,81,TOR,Toronto,Raptors,83,NYK,New York,Knicks,Madison Square Garden
,09-04-17,3:30PM,86,CLE,Cleveland,Cavaliers,91,ATL,Atlanta,Hawks,Philips Arena
,09-04-17,5:00PM,96,OKL,Oklahoma City,Thunder,99,DEN,Denver,Nuggets,Pepsi Center
,09-04-17,6:00PM,108,DAL,Dallas,Mavericks,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,09-04-17,6:00PM,109,HOU,Houston,Rockets,103,SAC,Sacramento,Kings,Sleep Train Arena
,09-04-17,6:00PM,88,DET,Detroit,Pistons,107,MEM,Memphis,Grizzlies,FedEx Forum
,09-04-17,9:30PM,100,MIN,Minnesota,Timberwolves,105,LAL,Los Angeles,Lakers,Staples Center
,10-04-17,7:00PM,87,IND,Indiana,Pacers,85,PHI,Philadelphia,76ers,Wells Fargo Center
,10-04-17,7:30PM,84,BRO,Brooklyn,Nets,82,BOS,Boston,Celtics,TD Garden
,10-04-17,7:30PM,86,CLE,Cleveland,Cavaliers,92,MIA,Miami,Heat,American Airlines Arena
,10-04-17,8:00PM,95,ORL,Orlando,Magic,89,CHI,Chicago,Bulls,United Center
,10-04-17,8:00PM,93,CHA,Charlotte,Hornets,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,10-04-17,8:00PM,94,WAS,Washington,Wizards,88,DET,Detroit,Pistons,Palace of Auburn Hills
,10-04-17,10:00PM,106,SAS,San Antonio,Spurs,97,POR,Portland,Trail Blazers,Moda Center
,10-04-17,10:30PM,109,HOU,Houston,Rockets,102,LAC,Los Angeles,Clippers,Staples Center
,10-04-17,10:30PM,98,UTA,Utah,Jazz,101,GSW,Golden State,Warriors,Oracle Arena
,11-04-17,7:30PM,93,CHA,Charlotte,Hornets,91,ATL,Atlanta,Hawks,Philips Arena
,11-04-17,8:00PM,96,OKL,Oklahoma City,Thunder,100,MIN,Minnesota,Timberwolves,Target Center
,11-04-17,8:30PM,99,DEN,Denver,Nuggets,108,DAL,Dallas,Mavericks,American Airlines Center
,11-04-17,10:30PM,110,NOP,New Orleans,Pelicans,105,LAL,Los Angeles,Lakers,Staples Center
,11-04-17,10:30PM,104,PHX,Phoenix,Suns,103,SAC,Sacramento,Kings,Sleep Train Arena
,12-04-17,8:00PM,88,DET,Detroit,Pistons,95,ORL,Orlando,Magic,Amway Center
,12-04-17,8:00PM,81,TOR,Toronto,Raptors,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,12-04-17,8:00PM,90,MIL,Milwaukee,Bucks,82,BOS,Boston,Celtics,TD Garden
,12-04-17,8:00PM,85,PHI,Philadelphia,76ers,83,NYK,New York,Knicks,Madison Square Garden
,12-04-17,8:00PM,94,WAS,Washington,Wizards,92,MIA,Miami,Heat,American Airlines Arena
,12-04-17,8:00PM,84,BRO,Brooklyn,Nets,89,CHI,Chicago,Bulls,United Center
,12-04-17,8:00PM,108,DAL,Dallas,Mavericks,107,MEM,Memphis,Grizzlies,FedEx Forum
,12-04-17,8:00PM,100,MIN,Minnesota,Timberwolves,109,HOU,Houston,Rockets,Toyota Center
,12-04-17,8:00PM,99,DEN,Denver,Nuggets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,12-04-17,8:00PM,91,ATL,Atlanta,Hawks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,12-04-17,9:00PM,106,SAS,San Antonio,Spurs,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,12-04-17,10:30PM,103,SAC,Sacramento,Kings,102,LAC,Los Angeles,Clippers,Staples Center
,12-04-17,10:30PM,105,LAL,Los Angeles,Lakers,101,GSW,Golden State,Warriors,Oracle Arena
,12-04-17,10:30PM,110,NOP,New Orleans,Pelicans,97,POR,Portland,Trail Blazers,Moda Center
